owners_number,pts,year,price,with_nds,is_oficial,city,parents_ids_len,mileage,state_not_beaten,images_count,cylinder_amount,cylinder_order,displacement,engine,gear,horse_power,mark,model_info,moto_type,stroke_amount,transmission
1,ORIGINAL,2020,755000,False,False,Владивосток,7,20309,True,7.0,CYLINDERS_2,V_TYPE,650,INJECTOR,CHAIN,70.0,Suzuki,V_STROM_DL_650,TOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2015,695000,False,False,Владивосток,7,14099,True,7.0,CYLINDERS_3,LINE,850,INJECTOR,CHAIN,115.0,Yamaha,MT_09_TRACER,NAKEDBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2021,420000,False,False,Санкт-Петербург,6,441,True,18.0,CYLINDERS_1,LINE,373,INJECTOR,CHAIN,40.0,Bajaj,DOMINAR,NAKEDBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2018,799000,False,False,Санкт-Петербург,6,3785,True,17.0,CYLINDERS_2,LINE,650,INJECTOR,CHAIN,68.0,Kawasaki,Z_650,NAKEDBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2019,475000,False,False,Санкт-Петербург,6,7700,True,16.0,CYLINDERS_1,LINE,313,INJECTOR,CHAIN,34.0,BMW,G310R,NAKEDBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2020,689000,False,False,Санкт-Петербург,6,3233,True,15.0,CYLINDERS_1,LINE,313,INJECTOR,CHAIN,34.0,BMW,G_310_GS,OFFROAD_ENDURO,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2018,650000,False,False,Санкт-Петербург,6,1145,True,17.0,CYLINDERS_1,LINE,313,INJECTOR,CHAIN,34.0,BMW,G_310_GS,OFFROAD_ENDURO,STROKES_4,TRANSMISSION_6
3,ORIGINAL,2018,655000,False,False,Санкт-Петербург,6,992,True,13.0,CYLINDERS_1,LINE,313,INJECTOR,CHAIN,34.0,BMW,G_310_GS,OFFROAD_ENDURO,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2020,1299000,False,False,Санкт-Петербург,6,8773,True,15.0,CYLINDERS_3,LINE,850,INJECTOR,CHAIN,115.0,Yamaha,XSR_900,ROAD,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2019,669000,False,False,Санкт-Петербург,6,2700,True,16.0,CYLINDERS_1,LINE,310,INJECTOR,CHAIN,34.0,BMW,G_310_GS,OFFROAD_ENDURO,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2019,665000,False,False,Санкт-Петербург,6,3948,True,15.0,CYLINDERS_1,LINE,310,INJECTOR,CHAIN,34.0,BMW,G_310_GS,OFFROAD_ENDURO,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2009,1290000,False,False,Москва,6,66949,True,9.0,CYLINDERS_6,OPPOSITE,1800,INJECTOR,Not_info,118.0,Honda,GL_1800,CRUISER,STROKES_4,TRANSMISSION_5_FORWARD_AND_BACK
2,ORIGINAL,2009,790000,False,False,Москва,6,32818,True,9.0,CYLINDERS_4,LINE,1000,INJECTOR,Not_info,178.0,Honda,CBR_1000_RR,SPORTBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2011,649000,False,True,Москва,6,19613,True,7.0,CYLINDERS_4,LINE,600,INJECTOR,CHAIN,102.0,Honda,CBR_600_F,SPORTTOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2013,1350000,False,False,Москва,6,7952,True,11.0,CYLINDERS_2,V_TYPE,1900,INJECTOR,Not_info,90.0,Yamaha,XV1900,CHOPPER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2007,640000,False,False,Москва,6,78560,True,12.0,CYLINDERS_2,OPPOSITE,1200,INJECTOR,Not_info,110.0,BMW,R_1200_R,CLASSIC,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2009,1450000,False,False,Москва,6,41466,True,8.0,CYLINDERS_6,OPPOSITE,1800,INJECTOR,Not_info,118.0,Honda,GL_1800,CRUISER,STROKES_4,TRANSMISSION_5_FORWARD_AND_BACK
1,ORIGINAL,2015,1590000,False,False,Москва,6,38777,True,12.0,CYLINDERS_2,OPPOSITE,1200,INJECTOR,Not_info,125.0,BMW,R_1200_GS,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2015,1750000,False,False,Москва,6,22889,True,11.0,CYLINDERS_2,V_TYPE,1800,INJECTOR,Not_info,74.0,Indian,ROADMASTER,TOURISM,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2018,505000,False,False,Москва,6,11198,True,11.0,CYLINDERS_1,LINE,300,INJECTOR,Not_info,34.0,BMW,G310R,NAKEDBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2015,1050000,False,False,Москва,6,34766,True,13.0,CYLINDERS_4,LINE,1000,INJECTOR,Not_info,160.0,BMW,S_1000_R,NAKEDBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2019,1650000,False,False,Москва,6,10409,True,8.0,CYLINDERS_3,LINE,680,INJECTOR,Not_info,128.0,MV Agusta,F3_675,SPORTBIKE,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2013,1050000,False,False,Москва,6,37601,True,11.0,CYLINDERS_4,LINE,1300,INJECTOR,Not_info,175.0,BMW,K_1300_S,SPORTTOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2019,999000,False,False,Санкт-Петербург,6,2097,True,17.0,CYLINDERS_2,V_TYPE,900,INJECTOR,CHAIN,95.0,Aprilia,DORSODURO_900,SUPERMOTARD,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2019,840000,False,False,Москва,6,2234,True,7.0,CYLINDERS_2,LINE,600,INJECTOR,Not_info,68.0,Kawasaki,Z_650,NAKEDBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2012,1100000,False,False,Москва,6,29816,True,13.0,CYLINDERS_2,OPPOSITE,1200,INJECTOR,Not_info,110.0,BMW,R_1200_GS,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
3,ORIGINAL,2014,1450000,False,False,Москва,6,64793,True,10.0,CYLINDERS_2,OPPOSITE,1200,INJECTOR,Not_info,125.0,BMW,R_1200_GS_ADV,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
3,ORIGINAL,2019,1050000,False,False,Москва,6,7150,True,12.0,CYLINDERS_2,V_TYPE,749,INJECTOR,BELT,71.0,Harley-Davidson,VRSCR,CRUISER,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2018,1400000,False,False,Москва,6,8889,True,8.0,CYLINDERS_4,LINE,1000,INJECTOR,Not_info,142.0,Kawasaki,Z_1000SX,SPORTTOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2015,800000,False,False,Москва,6,63717,True,8.0,CYLINDERS_2,LINE,800,INJECTOR,Not_info,90.0,BMW,F_800_GT,SPORTTOURISM,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2017,1650000,False,False,Москва,6,14000,True,12.0,CYLINDERS_4,LINE,1000,INJECTOR,Not_info,107.0,BMW,S_1000_RR,SUPERSPORT,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2018,480000,False,True,Москва,6,8405,True,6.0,CYLINDERS_1,LINE,313,INJECTOR,CHAIN,34.0,BMW,G_310_GS,ALLROUND,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2019,890000,False,False,Владивосток,7,250,True,17.0,CYLINDERS_2,LINE,900,INJECTOR,CHAIN,65.0,Triumph,STREET_TWIN,CLASSIC,STROKES_4,TRANSMISSION_5
2,ORIGINAL,2018,980000,False,False,Москва,6,1211,True,8.0,CYLINDERS_2,V_TYPE,1200,INJECTOR,BELT,67.0,Harley-Davidson,SPORTSTER_,CRUISER,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2002,445000,False,False,Владивосток,7,7079,True,6.0,CYLINDERS_1,LINE,650,INJECTOR,CHAIN,51.0,BMW,F_650_GS,TOURIST_ENDURO,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2000,425000,False,False,Владивосток,7,40576,True,6.0,CYLINDERS_4,LINE,1300,CARBURETOR,CHAIN,100.0,Honda,X4,CLASSIC,STROKES_4,TRANSMISSION_5
4,ORIGINAL,2014,90000,False,False,Муслюмкино,8,8500,True,2.0,CYLINDERS_1,LINE,250,CARBURETOR,CHAIN,23.0,Xmotos,XZ250_CROSS,SPORTBIKE,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2004,330000,False,False,Москва,6,38000,True,14.0,CYLINDERS_4,LINE,747,CARBURETOR,CHAIN,75.0,Honda,CB_750,CLASSIC,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2015,1230000,False,False,Владивосток,7,39000,True,10.0,CYLINDERS_2,V_TYPE,1800,INJECTOR,BELT,92.0,Indian,CHIEFTAIN,CRUISER,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2008,535000,False,False,Москва,6,46301,True,11.0,CYLINDERS_2,V_TYPE,1100,CARBURETOR,CARDAN,65.0,Yamaha,XVS_1100,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2003,512000,False,False,Москва,6,49525,True,10.0,CYLINDERS_2,OPPOSITE,1170,INJECTOR,CARDAN,60.0,BMW,R_1200,TOURISM,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2006,665000,False,False,Москва,6,75227,True,11.0,CYLINDERS_2,V_TYPE,1450,INJECTOR,BELT,61.0,Harley-Davidson,ELECTRA_GLIDE_,CRUISER,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2016,1150000,False,True,Москва,6,47388,True,6.0,CYLINDERS_2,OPPOSITE,1170,INJECTOR,CARDAN,125.0,BMW,R_1200_RS,SPORTTOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2021,1285000,False,False,Казань,7,997,True,8.0,CYLINDERS_2,LINE,649,INJECTOR,CHAIN,61.0,Kawasaki,EN650_VULCAN_S,CRUISER,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2006,395000,False,False,Владивосток,7,28000,True,16.0,CYLINDERS_2,V_TYPE,1100,CARBURETOR,CARDAN,65.0,Yamaha,XVS_1100,CRUISER,STROKES_4,TRANSMISSION_5
3,ORIGINAL,2009,1600000,False,True,Санкт-Петербург,6,27142,True,8.0,CYLINDERS_2,V_TYPE,1802,INJECTOR,BELT,94.0,Harley-Davidson,CVO_LIMITED,ROAD,STROKES_4,TRANSMISSION_6_FORWARD_AND_BACK
1,ORIGINAL,2003,325000,False,False,Санкт-Петербург,6,46970,True,21.0,CYLINDERS_2,V_TYPE,647,CARBURETOR,CARDAN,56.0,Honda,NT_650,TOURISM,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2000,345000,False,False,Санкт-Петербург,6,24351,True,23.0,CYLINDERS_4,LINE,599,CARBURETOR,CHAIN,111.0,Kawasaki,ZX_6_NINJA,SPORTBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,1993,192000,False,False,Калуга,7,30000,True,28.5,CYLINDERS_4,LINE,598,CARBURETOR,CHAIN,61.0,Yamaha,XJ_600,ROAD,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2003,339000,False,False,Калуга,7,29000,True,28.5,CYLINDERS_4,LINE,1157,CARBURETOR,CHAIN,98.0,Suzuki,GSF_1200_BANDIT,ROAD,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2000,295000,False,False,Калуга,7,43500,True,28.0,CYLINDERS_4,LINE,599,CARBURETOR,CHAIN,80.0,Suzuki,GSF_600_BANDIT,ROAD,STROKES_4,TRANSMISSION_6
1,ORIGINAL,1994,245000,False,False,Калуга,7,34000,True,28.5,CYLINDERS_4,LINE,498,CARBURETOR,CHAIN,60.0,Kawasaki,GPZ_500,ROAD,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2002,295000,False,False,Калуга,7,49000,True,28.0,CYLINDERS_3,LINE,955,INJECTOR,CHAIN,110.0,Triumph,SPRINT_ST,SPORTTOURISM,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2020,1390000,False,False,Санкт-Петербург,6,19000,True,10.0,CYLINDERS_2,LINE,900,INJECTOR,CHAIN,105.0,BMW,F_900_XR,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2021,1695000,False,False,Москва,6,3223,True,6.0,CYLINDERS_2,V_TYPE,1079,INJECTOR,CHAIN,86.0,Ducati,SCRAMBLER_1100,CLASSIC,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2019,1850000,False,True,Челябинск,7,11633,True,8.0,CYLINDERS_2,V_TYPE,1745,INJECTOR,BELT,84.0,Harley-Davidson,SPORT_GLIDE,ROAD,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2014,813280,False,False,Москва,6,31498,True,4.0,CYLINDERS_3,LINE,800,INJECTOR,CHAIN,95.0,Triumph,TIGER_800,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2015,874000,False,False,Москва,6,16484,True,4.0,CYLINDERS_4,LINE,1000,INJECTOR,CHAIN,138.0,Kawasaki,Z_1000SX,SPORTTOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2013,809600,False,False,Москва,6,8938,True,4.0,CYLINDERS_2,V_TYPE,1200,INJECTOR,BELT,67.0,Harley-Davidson,SPORTSTER_,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2014,690000,False,False,Москва,6,12229,True,4.0,CYLINDERS_2,LINE,700,INJECTOR,CHAIN,75.0,Yamaha,MT_07,NAKEDBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2007,600000,False,False,Екатеринбург,7,33832,True,7.0,CYLINDERS_2,V_TYPE,1100,CARBURETOR,CARDAN,60.0,Yamaha,XVS_1100,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2008,510000,False,False,Владивосток,7,11000,True,21.0,CYLINDERS_2,V_TYPE,883,INJECTOR,BELT,54.0,Harley-Davidson,XLH_883,CHOPPER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2005,540960,False,False,Москва,6,53707,True,4.0,CYLINDERS_2,LINE,900,INJECTOR,CHAIN,86.0,Yamaha,TDM_900,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2011,397440,False,False,Москва,6,29898,True,4.0,CYLINDERS_2,LINE,400,INJECTOR,CHAIN,44.0,Kawasaki,ER_4,ROAD,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2004,555000,False,False,Краснодар,7,20614,True,28.5,CYLINDERS_2,V_TYPE,1312,CARBURETOR,CARDAN,74.0,Honda,VTX1300,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2016,899000,False,False,Санкт-Петербург,6,40358,True,16.0,CYLINDERS_2,LINE,745,INJECTOR,CHAIN,54.0,Honda,NC_750_X,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2007,885128,False,False,Москва,6,68677,True,8.0,CYLINDERS_2,OPPOSITE,1200,INJECTOR,CARDAN,117.5,BMW,R_1200_GS_ADV,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2014,854680,False,False,Москва,6,39632,True,4.0,CYLINDERS_2,V_TYPE,950,INJECTOR,BELT,53.0,Yamaha,XVS950_BOLT,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2020,1350000,False,True,Ростов-на-Дону,7,1400,True,20.0,CYLINDERS_2,LINE,745,INJECTOR,CHAIN,55.0,Honda,NC_750,ROAD,STROKES_4,ROBOTIC_2_CLUTCH
1,ORIGINAL,2014,814200,False,False,Москва,6,13060,True,3.0,CYLINDERS_2,LINE,800,INJECTOR,CHAIN,75.0,BMW,F_700_GS,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2012,615000,False,False,Москва,6,20573,True,4.0,CYLINDERS_2,LINE,700,INJECTOR,CHAIN,50.0,Honda,NC_700_X,ROAD,STROKES_4,TRANSMISSION_6
2,ORIGINAL,1998,615000,False,False,Москва,6,30714,True,14.0,CYLINDERS_6,OPPOSITE,1520,CARBURETOR,CARDAN,97.0,Honda,GL_1500,TOURISM,STROKES_4,TRANSMISSION_5_FORWARD_AND_BACK
1,ORIGINAL,2008,650000,False,False,Краснодар,7,44170,True,28.5,CYLINDERS_4,LINE,1352,INJECTOR,CARDAN,155.0,Kawasaki,1400_GTR,TOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2005,638301,False,False,Москва,6,45861,True,8.0,CYLINDERS_4,LINE,1200,INJECTOR,CARDAN,163.5,BMW,K_1200_S,SPORTTOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2017,1365000,False,False,Ярославль,7,16586,True,7.0,CYLINDERS_2,LINE,1000,INJECTOR,CHAIN,95.0,Honda,CRF_1000L_AFRICA_TWIN,TOURIST_ENDURO,STROKES_4,AUTOMATIC
1,ORIGINAL,2014,897920,False,False,Москва,6,19904,True,4.0,CYLINDERS_2,V_TYPE,883,INJECTOR,BELT,54.0,Harley-Davidson,XLH_883,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2001,485000,False,False,Краснодар,7,32142,True,28.5,CYLINDERS_2,V_TYPE,1094,INJECTOR,CARDAN,74.0,Moto Guzzi,CALIFORNIA_1400,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2014,1394720,False,False,Москва,6,28224,True,4.0,CYLINDERS_2,OPPOSITE,1200,INJECTOR,CARDAN,110.0,BMW,R_1200_RT,SPORTTOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2014,740000,False,True,Балашиха,7,41277,True,3.0,CYLINDERS_4,V_TYPE,1037,INJECTOR,CHAIN,100.0,Suzuki,DL_V_STROM,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2016,870000,False,False,Москва,6,17000,True,12.0,CYLINDERS_3,LINE,899,INJECTOR,Not_info,115.0,Yamaha,MT_09_TRACER,SPORTTOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2006,485760,False,False,Москва,6,57401,True,2.0,CYLINDERS_2,V_TYPE,650,INJECTOR,CHAIN,70.0,Suzuki,V_STROM_DL_650,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2000,185000,False,False,Владивосток,7,26000,True,22.0,CYLINDERS_2,V_TYPE,400,CARBURETOR,Not_info,32.5,Yamaha,XVS_400,CHOPPER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,1997,450000,False,False,Санкт-Петербург,6,15677,True,5.0,CYLINDERS_2,V_TYPE,789,CARBURETOR,Not_info,56.0,Kawasaki,VN800_VULCAN,CHOPPER,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2015,740000,False,False,Санкт-Петербург,6,48872,True,6.0,CYLINDERS_2,V_TYPE,648,INJECTOR,Not_info,66.0,Suzuki,V_STROM_DL_650,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2008,552000,False,False,Москва,6,32235,True,8.0,CYLINDERS_2,V_TYPE,900,INJECTOR,BELT,50.0,Kawasaki,VN900_VULCAN,CRUISER,STROKES_4,TRANSMISSION_5
2,ORIGINAL,2016,600000,False,True,Санкт-Петербург,6,8418,True,7.0,CYLINDERS_1,LINE,286,INJECTOR,BELT,31.0,Honda,CBR_300,SPORTBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2021,875000,True,True,Санкт-Петербург,6,3,True,5.0,CYLINDERS_1,LINE,313,INJECTOR,CHAIN,34.0,BMW,G310R,NAKEDBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2020,1300000,False,True,Санкт-Петербург,6,13702,True,5.0,CYLINDERS_3,LINE,850,INJECTOR,CHAIN,115.0,Yamaha,XSR_900,NAKEDBIKE,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2019,1190000,False,False,Москва,6,9300,True,5.0,CYLINDERS_4,LINE,650,INJECTOR,CHAIN,95.0,Honda,CB_650R,NAKEDBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2010,775000,False,False,Москва,6,38175,True,10.0,CYLINDERS_4,V_TYPE,1200,INJECTOR,CARDAN,172.0,Honda,VFR_1200,SPORTTOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2002,890000,False,False,Москва,6,40302,True,10.0,CYLINDERS_6,OPPOSITE,1800,INJECTOR,CARDAN,117.0,Honda,GL_1800,CRUISER,STROKES_4,TRANSMISSION_5_FORWARD_AND_BACK
1,ORIGINAL,1997,265000,False,False,Санкт-Петербург,6,32668,True,23.0,CYLINDERS_4,V_TYPE,748,CARBURETOR,CHAIN,100.0,Honda,VFR_750,SPORTTOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,1993,295000,False,False,Санкт-Петербург,6,39302,True,22.0,CYLINDERS_4,LINE,998,CARBURETOR,CHAIN,135.0,Honda,CBR_1000_F,SPORTTOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2006,415000,False,False,Калуга,7,26000,True,28.5,CYLINDERS_2,V_TYPE,745,CARBURETOR,CARDAN,45.0,Honda,VT_750,CHOPPER,STROKES_4,TRANSMISSION_5
2,ORIGINAL,2005,525000,False,False,Москва,6,19907,True,5.0,CYLINDERS_4,LINE,600,INJECTOR,CHAIN,98.0,Yamaha,FZ6,ROAD,STROKES_4,TRANSMISSION_6
3,ORIGINAL,2008,400000,False,False,Москва,6,39137,True,22.0,CYLINDERS_2,V_TYPE,650,CARBURETOR,CARDAN,40.0,Yamaha,XVS_650,CHOPPER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2000,395000,False,False,Санкт-Петербург,6,49008,True,23.0,CYLINDERS_4,V_TYPE,1085,CARBURETOR,CARDAN,98.0,Honda,ST,TOURISM,STROKES_4,TRANSMISSION_5
1,ORIGINAL,1997,315000,False,False,Санкт-Петербург,6,45264,True,23.0,CYLINDERS_4,LINE,892,CARBURETOR,CARDAN,89.0,Yamaha,XJ_900,TOURISM,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2015,804137,False,False,Москва,6,7180,True,4.0,CYLINDERS_2,V_TYPE,900,INJECTOR,BELT,50.0,Kawasaki,VN900_VULCAN,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2009,630000,False,False,Москва,6,17424,True,8.0,CYLINDERS_2,V_TYPE,900,INJECTOR,BELT,50.0,Kawasaki,VN900_VULCAN,CHOPPER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2005,403575,False,False,Москва,6,22492,True,8.0,CYLINDERS_2,V_TYPE,750,CARBURETOR,CHAIN,45.0,Honda,VT_750,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2013,762000,False,False,Москва,6,48028,True,8.0,CYLINDERS_2,V_TYPE,1500,INJECTOR,CARDAN,84.0,Suzuki,BOULEVARD_M90,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2008,864000,False,False,Москва,6,12171,True,8.0,CYLINDERS_2,V_TYPE,1900,INJECTOR,BELT,100.0,Yamaha,XV1900,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2021,1400000,False,True,Москва,6,1811,True,10.0,CYLINDERS_2,LINE,900,INJECTOR,CHAIN,105.0,BMW,F_900_R,NAKEDBIKE,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2013,1140000,False,True,Москва,6,59791,True,7.0,CYLINDERS_2,OPPOSITE,1170,INJECTOR,CARDAN,125.0,BMW,R_1200_GS,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2013,1799999,False,True,Москва,6,2738,True,5.0,CYLINDERS_2,V_TYPE,1690,INJECTOR,BELT,79.0,Harley-Davidson,FAT_BOY,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2000,556443,False,False,Москва,6,57526,True,8.0,CYLINDERS_4,V_TYPE,1300,CARBURETOR,CARDAN,97.0,Yamaha,XVZ_1300,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2003,488000,False,False,Москва,6,5362,True,4.0,CYLINDERS_2,V_TYPE,1600,CARBURETOR,BELT,63.0,Yamaha,XV_1600_A_WILD_STAR,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2006,555088,False,False,Москва,6,58605,True,8.0,CYLINDERS_2,V_TYPE,1300,CARBURETOR,CARDAN,75.0,Honda,VTX1300,CRUISER,STROKES_4,TRANSMISSION_5
2,ORIGINAL,2008,750000,False,False,Нижний Новгород,7,61250,True,5.0,CYLINDERS_2,V_TYPE,1584,INJECTOR,BELT,71.0,Harley-Davidson,ELECTRA_GLIDE_,TOURISM,STROKES_4,TRANSMISSION_6
